target,PROPERTY: Type of test,PROPERTY: Processing method,PROPERTY: HV,PROPERTY: Calculated Young modulus (GPa),PROPERTY: YS (MPa),PROPERTY: UTS (MPa),PROPERTY: Elongation (%),FORMULA,PROPERTY: Microstructure,PROPERTY: Test temperature ($^\circ$C),PROPERTY: Exp. Young modulus (GPa),PROPERTY: Elongation plastic (%)
0.5474120217806991,Unknown,Unknown,Unknown,Calculated Young modulus of the alloy is 226.0GPa.,Unknown,Unknown,The alloy has 48.0% elongation.,Alloy's formula is Co1 Cr1 Fe1 Ni1.,Unknown,Unknown,Experimental Young modulus of the alloy is 204.0GPa.,Unknown
0.2136242036217362,The alloy was tested in C test.,"Processing method of the alloy is CAST.Liquid material poured into a mold, solidifying to form the casting. Used for complex shapes, especially for metals or materials like epoxy, concrete, plaster, and clay.",Unknown,Calculated Young modulus of the alloy is 72.0GPa.,Yield Strength (YS) of alloy is 534.0MPa.,Unknown,The alloy has 1.0% elongation.,Alloy's formula is Al1 Cu0.077 Mg0.077 Ni0.077 Si0.231 Zn0.077.,Microstructure of alloy is FCC.Atoms arranged in a cube with one at each corner and one at the center of each face. Packing density ~74%.The alloy is FCC.,Alloy as tested at 25.0 Celsius.,Experimental Young modulus of the alloy is 107.8GPa.,Unknown
0.5540877781438786,The alloy was tested in T test.,"Processing method of the alloy is WROUGHT.Shaping materials through plastic deformation, including rolling, forging, extrusion, or drawing. Commonly applied to metallic alloys for specific shapes, sizes, and mechanical properties.",Unknown,Calculated Young modulus of the alloy is 231.0GPa.,Yield Strength (YS) of alloy is 1301.0MPa.,Ultimate tensile strength (UTS) of alloy is 1493.0MPa.,Unknown,Alloy's formula is Co1 Cr1 Fe1 Mo0.15 Ni1.,Microstructure of alloy is FCC.Atoms arranged in a cube with one at each corner and one at the center of each face. Packing density ~74%.The alloy is FCC.,Alloy as tested at 25.0 Celsius.,Unknown,Plastic elongation of the alloy is 7.2%.
0.54073626541752,The alloy was tested in T test.,"Processing method of the alloy is WROUGHT.Shaping materials through plastic deformation, including rolling, forging, extrusion, or drawing. Commonly applied to metallic alloys for specific shapes, sizes, and mechanical properties.",Unknown,Calculated Young modulus of the alloy is 222.0GPa.,Yield Strength (YS) of alloy is 282.0MPa.,Ultimate tensile strength (UTS) of alloy is 694.0MPa.,The alloy has 44.0% elongation.,Alloy's formula is Co1 Cr1 Mn1 Ni1.,Microstructure of alloy is FCC.Atoms arranged in a cube with one at each corner and one at the center of each face. Packing density ~74%.The alloy is FCC.,Alloy as tested at 25.0 Celsius.,Unknown,Unknown
0.440599919969831,The alloy was tested in C test.,"Processing method of the alloy is ANNEAL.Heat treatment process for alloys. Involves heating to a specific temperature, holding, and controlled cooling. Used to relieve stresses, improve machinability, enhance mechanical properties, and alter microstructure.",Unknown,Calculated Young modulus of the alloy is 102.0GPa.,Yield Strength (YS) of alloy is 932.0MPa.,Unknown,Unknown,Alloy's formula is Mo0.1 Nb1 Ti1 V0.3 Zr1.,Microstructure of alloy is BCC.Atoms arranged in a cube with one at each corner and one at the center. Packing density than FCC ~68%.The alloy is BCC.,Alloy as tested at 25.0 Celsius.,Unknown,Plastic elongation of the alloy is 45.0%.
0.4205726508802933,Unknown,"Processing method of the alloy is ANNEAL.Heat treatment process for alloys. Involves heating to a specific temperature, holding, and controlled cooling. Used to relieve stresses, improve machinability, enhance mechanical properties, and alter microstructure.",Hardness of the alloy is 330.0 in Vickers scale.,Unknown,Unknown,Unknown,Unknown,Alloy's formula is Al0.774 Fe1 Mn0.903 Ni0.484 Ti0.026.,Unknown,Unknown,Unknown,Unknown
0.4330995971452738,The alloy was tested in C test.,Unknown,Hardness of the alloy is 549.0 in Vickers scale.,Calculated Young modulus of the alloy is 187.5301653GPa.,Yield Strength (YS) of alloy is 1487.0MPa.,Ultimate tensile strength (UTS) of alloy is 3222.0MPa.,The alloy has 29.0% elongation.,Alloy's formula is Al1 Cr1 Fe1 Mo0.2 Ni1.,Microstructure of alloy is BCC.Atoms arranged in a cube with one at each corner and one at the center. Packing density than FCC ~68%.The alloy is BCC.,Alloy as tested at 25.0 Celsius.,Unknown,Unknown
0.5073574836016236,The alloy was tested in T test.,"Processing method of the alloy is WROUGHT.Shaping materials through plastic deformation, including rolling, forging, extrusion, or drawing. Commonly applied to metallic alloys for specific shapes, sizes, and mechanical properties.",Unknown,Unknown,Yield Strength (YS) of alloy is 520.9MPa.,Ultimate tensile strength (UTS) of alloy is 791.0MPa.,The alloy has 40.3% elongation.,Alloy's formula is C0.5 Co1 Cr1 Fe1 Mn1 Ni1.,Microstructure of alloy is FCC.Atoms arranged in a cube with one at each corner and one at the center of each face. Packing density ~74%.The alloy is FCC.,Alloy as tested at 25.0 Celsius.,Unknown,Unknown
0.440599919969831,The alloy was tested in C test.,"Processing method of the alloy is ANNEAL.Heat treatment process for alloys. Involves heating to a specific temperature, holding, and controlled cooling. Used to relieve stresses, improve machinability, enhance mechanical properties, and alter microstructure.",Unknown,Unknown,Yield Strength (YS) of alloy is 150.0MPa.,Unknown,Unknown,Alloy's formula is Al1 Cr1 Mo1 Nb1 Ti1.,Microstructure of alloy is BCC.Atoms arranged in a cube with one at each corner and one at the center. Packing density than FCC ~68%.The alloy is BCC.,Alloy as tested at 1200.0 Celsius.,Unknown,Unknown
0.5088047625470745,The alloy was tested in C test.,Unknown,Hardness of the alloy is 210.0 in Vickers scale.,Calculated Young modulus of the alloy is 188.9516251GPa.,Yield Strength (YS) of alloy is 388.0MPa.,Unknown,Unknown,Alloy's formula is Al0.5 Co1 Cr1 Cu1 Fe1 Ni1.,Microstructure of alloy is FCC.Atoms arranged in a cube with one at each corner and one at the center of each face. Packing density ~74%.The alloy is FCC.,Alloy as tested at 25.0 Celsius.,Unknown,Unknown
0.7384471448221621,The alloy was tested in C test.,"Processing method of the alloy is CAST.Liquid material poured into a mold, solidifying to form the casting. Used for complex shapes, especially for metals or materials like epoxy, concrete, plaster, and clay.",Unknown,Calculated Young modulus of the alloy is 104.9436304GPa.,Yield Strength (YS) of alloy is 1320.0MPa.,Unknown,The alloy has 34.0% elongation.,Alloy's formula is Hf1 Nb1 Ta1 Zr1.,Microstructure of alloy is BCC.Atoms arranged in a cube with one at each corner and one at the center. Packing density than FCC ~68%.The alloy is BCC.,Alloy as tested at 25.0 Celsius.,Unknown,Plastic elongation of the alloy is 32.0%.
0.5540877781438786,The alloy was tested in T test.,"Processing method of the alloy is WROUGHT.Shaping materials through plastic deformation, including rolling, forging, extrusion, or drawing. Commonly applied to metallic alloys for specific shapes, sizes, and mechanical properties.",Unknown,Unknown,Yield Strength (YS) of alloy is 1273.0MPa.,Ultimate tensile strength (UTS) of alloy is 1458.0MPa.,Unknown,Alloy's formula is Co1 Cr1 Fe1 Mo0.15 Ni1.,Unknown,Alloy as tested at 25.0 Celsius.,Unknown,Plastic elongation of the alloy is 5.5%.
0.5340605090543407,The alloy was tested in T test.,"Processing method of the alloy is WROUGHT.Shaping materials through plastic deformation, including rolling, forging, extrusion, or drawing. Commonly applied to metallic alloys for specific shapes, sizes, and mechanical properties.",Unknown,Calculated Young modulus of the alloy is 220.0GPa.,Yield Strength (YS) of alloy is 243.0MPa.,Ultimate tensile strength (UTS) of alloy is 558.0MPa.,The alloy has 56.0% elongation.,Alloy's formula is Co1 Cr1 Fe1 Mn1 Ni1.,Microstructure of alloy is FCC.Atoms arranged in a cube with one at each corner and one at the center of each face. Packing density ~74%.The alloy is FCC.,Alloy as tested at 25.0 Celsius.,Unknown,Unknown
0.6675756363179258,The alloy was tested in C test.,"Processing method of the alloy is ANNEAL.Heat treatment process for alloys. Involves heating to a specific temperature, holding, and controlled cooling. Used to relieve stresses, improve machinability, enhance mechanical properties, and alter microstructure.",Unknown,Calculated Young modulus of the alloy is 179.0GPa.,Yield Strength (YS) of alloy is 539.0MPa.,Unknown,Unknown,Alloy's formula is Mo1 Nb1 Ta1 Ti1.,Microstructure of alloy is BCC.Atoms arranged in a cube with one at each corner and one at the center. Packing density than FCC ~68%.The alloy is BCC.,Alloy as tested at 1000.0 Celsius.,Unknown,Unknown
0.5088047625470745,Unknown,Unknown,Unknown,Calculated Young modulus of the alloy is 188.9516251GPa.,Yield Strength (YS) of alloy is 421.0MPa.,Unknown,Unknown,Alloy's formula is Al0.5 Co1 Cr1 Cu1 Fe1 Ni1.,Microstructure of alloy is FCC.Atoms arranged in a cube with one at each corner and one at the center of each face. Packing density ~74%.The alloy is FCC.,Alloy as tested at 500.0 Celsius.,Unknown,Unknown
0.4484538524686135,The alloy was tested in C test.,Unknown,Hardness of the alloy is 520.0 in Vickers scale.,Calculated Young modulus of the alloy is 184.2786056GPa.,Yield Strength (YS) of alloy is 1373.0MPa.,Ultimate tensile strength (UTS) of alloy is 3531.0MPa.,The alloy has 25.0% elongation.,Alloy's formula is Al1 Co1 Cr1 Fe1 Ni1.,Microstructure of alloy is BCC.Atoms arranged in a cube with one at each corner and one at the center. Packing density than FCC ~68%.The alloy is BCC.,Alloy as tested at 25.0 Celsius.,Unknown,Unknown
0.5607635345070577,The alloy was tested in C test.,"Processing method of the alloy is CAST.Liquid material poured into a mold, solidifying to form the casting. Used for complex shapes, especially for metals or materials like epoxy, concrete, plaster, and clay.",Unknown,Calculated Young modulus of the alloy is 89.0GPa.,Yield Strength (YS) of alloy is 303.0MPa.,Unknown,The alloy has 51.0% elongation.,Alloy's formula is Hf1 Nb1 Ti1 Zr1.,Microstructure of alloy is BCC.Atoms arranged in a cube with one at each corner and one at the center. Packing density than FCC ~68%.The alloy is BCC.,Alloy as tested at 800.0 Celsius.,Unknown,Unknown
0.5073574836016236,Unknown,"Processing method of the alloy is CAST.Liquid material poured into a mold, solidifying to form the casting. Used for complex shapes, especially for metals or materials like epoxy, concrete, plaster, and clay.",Hardness of the alloy is 204.0 in Vickers scale.,Unknown,Unknown,Unknown,Unknown,Alloy's formula is Al0.5 Co1 Cr1 Cu1 Fe1 Ni1 V0.2.,Microstructure of alloy is FCC.Atoms arranged in a cube with one at each corner and one at the center of each face. Packing density ~74%.The alloy is FCC.,Alloy as tested at 25.0 Celsius.,Unknown,Unknown
0.440599919969831,The alloy was tested in C test.,"Processing method of the alloy is CAST.Liquid material poured into a mold, solidifying to form the casting. Used for complex shapes, especially for metals or materials like epoxy, concrete, plaster, and clay.",Hardness of the alloy is 456.0 in Vickers scale.,Calculated Young modulus of the alloy is 162.0GPa.,Yield Strength (YS) of alloy is 964.0MPa.,Unknown,Unknown,Alloy's formula is Al1 Co1 Fe1 Ni1.,Microstructure of alloy is BCC.Atoms arranged in a cube with one at each corner and one at the center. Packing density than FCC ~68%.The alloy is BCC.,Alloy as tested at 25.0 Celsius.,Unknown,Unknown
0.4528376288764696,The alloy was tested in C test.,Unknown,Hardness of the alloy is 621.5 in Vickers scale.,Calculated Young modulus of the alloy is 198.7126404GPa.,Yield Strength (YS) of alloy is 1750.0MPa.,Unknown,The alloy has 12.6% elongation.,Alloy's formula is Al1 Cr1 Fe1 Mo0.5 Ni1.,Microstructure of alloy is BCC.Atoms arranged in a cube with one at each corner and one at the center. Packing density than FCC ~68%.The alloy is BCC.,Alloy as tested at 25.0 Celsius.,Unknown,Unknown
0.4811883688539882,The alloy was tested in C test.,"Processing method of the alloy is CAST.Liquid material poured into a mold, solidifying to form the casting. Used for complex shapes, especially for metals or materials like epoxy, concrete, plaster, and clay.",Unknown,Calculated Young modulus of the alloy is 141.6122782GPa.,Yield Strength (YS) of alloy is 1650.0MPa.,Unknown,The alloy has 28.1% elongation.,Alloy's formula is Mo1 Nb1 Ti1 V0.50 Zr1.,Microstructure of alloy is BCC.Atoms arranged in a cube with one at each corner and one at the center. Packing density than FCC ~68%.The alloy is BCC.,Alloy as tested at 25.0 Celsius.,Unknown,Plastic elongation of the alloy is 18.0%.
0.6613111817824927,The alloy was tested in C test.,"Processing method of the alloy is CAST.Liquid material poured into a mold, solidifying to form the casting. Used for complex shapes, especially for metals or materials like epoxy, concrete, plaster, and clay.",Unknown,Calculated Young modulus of the alloy is 115.2945674GPa.,Yield Strength (YS) of alloy is 1110.0MPa.,Unknown,The alloy has 50.0% elongation.,Alloy's formula is Hf1 Mo0.25 Nb1 Ta1 Ti1 Zr1.,Microstructure of alloy is BCC.Atoms arranged in a cube with one at each corner and one at the center. Packing density than FCC ~68%.The alloy is BCC.,Alloy as tested at 25.0 Celsius.,Experimental Young modulus of the alloy is 96.0GPa.,Plastic elongation of the alloy is 50.0%.
0.5797951988498302,The alloy was tested in C test.,Unknown,Unknown,Calculated Young modulus of the alloy is 127.9212828GPa.,Yield Strength (YS) of alloy is 1803.0MPa.,Ultimate tensile strength (UTS) of alloy is 1719.0MPa.,The alloy has 10.0% elongation.,Alloy's formula is Hf1 Mo1 Nb1 Ti1 Zr1.,Microstructure of alloy is BCC.Atoms arranged in a cube with one at each corner and one at the center. Packing density than FCC ~68%.The alloy is BCC.,Alloy as tested at 25.0 Celsius.,Unknown,Unknown
0.6608998799547466,The alloy was tested in T test.,"Processing method of the alloy is WROUGHT.Shaping materials through plastic deformation, including rolling, forging, extrusion, or drawing. Commonly applied to metallic alloys for specific shapes, sizes, and mechanical properties.",Unknown,Calculated Young modulus of the alloy is 107.0GPa.,Yield Strength (YS) of alloy is 972.0MPa.,Ultimate tensile strength (UTS) of alloy is 1000.0MPa.,Unknown,Alloy's formula is Hf1 Nb1 Ta1 Ti1 Zr1.,Microstructure of alloy is BCC.Atoms arranged in a cube with one at each corner and one at the center. Packing density than FCC ~68%.The alloy is BCC.,Alloy as tested at 25.0 Celsius.,Unknown,Unknown
0.6608998799547466,Unknown,"Processing method of the alloy is WROUGHT.Shaping materials through plastic deformation, including rolling, forging, extrusion, or drawing. Commonly applied to metallic alloys for specific shapes, sizes, and mechanical properties.",Unknown,Calculated Young modulus of the alloy is 107.0GPa.,Unknown,Unknown,Unknown,Alloy's formula is Hf1 Nb1 Ta1 Ti1 Zr1.,Microstructure of alloy is BCC.Atoms arranged in a cube with one at each corner and one at the center. Packing density than FCC ~68%.The alloy is BCC.,Alloy as tested at 200.0 Celsius.,Experimental Young modulus of the alloy is 86.9GPa.,Unknown
0.5013192580991893,Unknown,Unknown,Unknown,Calculated Young modulus of the alloy is 184.5225314GPa.,Unknown,Unknown,Unknown,Alloy's formula is Al0.6 Cr1 Cu1 Fe1 Ni2.,Microstructure of alloy is FCC.Atoms arranged in a cube with one at each corner and one at the center of each face. Packing density ~74%.The alloy is FCC.,Alloy as tested at 25.0 Celsius.,Unknown,Unknown
0.5045017393593082,Unknown,Unknown,Unknown,Calculated Young modulus of the alloy is 108.974285GPa.,Yield Strength (YS) of alloy is 796.0MPa.,Unknown,The alloy has 50.0% elongation.,Alloy's formula is Al0.5 Nb1 Ta0.8 Ti1.5 V0.2 Zr1.,Microstructure of alloy is BCC.Atoms arranged in a cube with one at each corner and one at the center. Packing density than FCC ~68%.The alloy is BCC.,Alloy as tested at 800.0 Celsius.,Unknown,Unknown
0.5287594335872535,The alloy was tested in C test.,Unknown,Hardness of the alloy is 151.0 in Vickers scale.,Calculated Young modulus of the alloy is 214.7184545GPa.,Yield Strength (YS) of alloy is 200.0MPa.,Unknown,The alloy has 75.0% elongation.,Alloy's formula is Co1 Cr1 Fe1 Mn1 Ni1 V0.25.,Microstructure of alloy is FCC.Atoms arranged in a cube with one at each corner and one at the center of each face. Packing density ~74%.The alloy is FCC.,Alloy as tested at 25.0 Celsius.,Unknown,Unknown
