FORMULA,Process Method,Process Condition,Measurement Method,Measuremet T (Â°C),Measuremet P (MPa),Structure: Exp Density (g/cm^3),Structure: Calculated Density (g/cm^3),Structure: Grain Size (Î¼m),Structure: BCC/FCC/other,Structure: Microstructure,Structure: Grain Boundary Characteristics,Structure: Defect Density (1/m^3),Structure: Thickness (nm),Position: X,Position: Y,Mechanics: Hardness (HV),Mechanics: Yield strength (MPa),Mechanics: Ultra tensle strength (MPa),Mechanics: Fatigue Strength (MPa),Mechanics: Specific strength (Mpa/ (g/cm^3)),Mechanics: Exp Young modulus (GPa),Mechanics: Calculated Young modulus (GPa),Mechanics: Shear Modulus (GPa),Mechanics: Bulk Modulus (GPa),Mechanics: Fracture Elongation (%),Mechanics: Plastic Elongation (%),Mechanics: Friction Coefficient,Mechanics: Fracture Toughness (MPa/m^2),Mechanics: Poisson's Ratio,Mechanics: Speed of Sound (m/s),Thermo: Melting Point (Â°C),Thermo: Phase Transition Temperature (Â°C),Thermo: Specific Heat Capacity (J/(kgÂ·K)),Thermo: Binding Energy (kJ/mol),Thermo: Mixing Entropy (J/(molÂ·K)),Thermo: Mixing Enthalpy (kJ/mol),Thermo: Cohesive Energy (kJ/mol),Thermo: Thermal Expansion Coefficient (1/K),Thermo: Thermal Conductivity (W/(mÂ·K)),Magnetics: Magnetization (A/m),Magnetics: Saturation Magnetization (AÂ·m^2/kg),Magnetics: Coercivity (A/m),Magnetics: Magnetic Permeability (H/m),Magnetics: Curie Temperature (Â°C),Magnetics: Magnetic Hysteresis Loss (J/m^3),Thermoelectricity: Seebeck Coefficient (Î¼V/K),Thermoelectricity: Electrical Conductivity (S/m),Thermoelectricity: Thermal Conductivity (W/mÂ·K),Thermoelectricity: Figure of Merit,Electricity: Electrical Resistivity (Î©Â·m),Electricity: Dielectric Constant,Electricity: Dielectric Breakdown Strength (V/m),Electricity: Conductivity (S/m),Electricity: Capacitance (F),Electricity: Band Gap (eV),Electricity: Electron Mobility (cmÂ²/VÂ·s),Piezoelectricity: Piezoelectric Coefficient (m/V),Piezoelectricity: Electromechanical Coupling Coefficient,Piezoelectricity: Piezoelectric Strain Constant (m/V),Piezoelectricity: Piezoelectric Modulus (Pa),Piezoelectricity: Mechanical Quality Factor,Optics: Refractive Index,Optics: Optical Band Gap (eV),Optics: Transmittance (%),Optics: Absorption Coefficient (cm?»Â?,Optics: Abbe Number,Electrochemistry: Open Circuit Potential (V),Electrochemistry: Electrochemical Impedance (Î©),Electrochemistry: Charge Transfer Resistance (Î©),Electrochemistry: Exchange Current Density (A/mÂ²),Electrochemistry: Passivation Potential (V),Electrochemistry: Critical Pitting Temperature (Â°C),Electrochemistry: Corrosion Rate (mm/year),Electrochemistry: Corrosion Resistance Index,Electrochemistry: Corrosion Current Density (A/mÂ²),Others: DOI,Others: Reference,Others: Details,appendix_1,appendix_2(hardness+-deviation),appendix_3(Exp. Young modulus+-deviation),Unnamed: 82
Cr1Nb1Ta1Ti1,ANNEAL,,,,,,9.4,,other,BCC+Sec.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.matdes.2018.06.003,,,,,,
Cr1Nb1Ta1Ti1,CAST,,,,,,9.4,,BCC,BCC,,,,,,495.0,,,,,,162.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.matdes.2018.06.003,,,,495,,
Cr1Nb1Ti1V1Zr1,OTHER,,C,25.0,,,6.6,,other,BCC+Sec.,,,,,,482.0,1298.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.msea.2012.12.018,,,,482,,
Cr1Nb1Ti1V1Zr1,OTHER,,C,600.0,,,6.6,,other,BCC+Sec.,,,,,,,1230.0,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.msea.2012.12.018,,,,,,
Cr1Nb1Ti1V1Zr1,OTHER,,C,800.0,,,6.6,,other,BCC+Sec.,,,,,,,615.0,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.msea.2012.12.018,,,Elongation>50,,,
Cr1Nb1Ti1V1Zr1,OTHER,,C,1000.0,,,6.6,,other,BCC+Sec.,,,,,,,259.0,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.msea.2012.12.018,,,Elongation>50,,,
Cr1Nb1Ti1W1,ANNEAL,,,,,,9.9,,other,BCC+Sec.,,,,,,630.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.matdes.2018.06.003,,,,630,,
Cr1Nb1Ti1W1,CAST,,,,,,9.9,,BCC,BCC,,,,,,630.0,,,,,,217.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.matdes.2018.06.003,,,,630,,
Cr1Nb1Ti1Zr1,OTHER,,C,25.0,,,6.6,,other,BCC+Sec.,,,,,,418.0,1260.0,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.msea.2012.12.018,,,,418,,
Cr1Nb1Ti1Zr1,OTHER,,C,600.0,,,6.6,,other,BCC+Sec.,,,,,,,1035.0,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.msea.2012.12.018,,,Elongation>50,,,
Cr1Nb1Ti1Zr1,OTHER,,C,800.0,,,6.6,,other,BCC+Sec.,,,,,,,300.0,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.msea.2012.12.018,,,Elongation>50,,,
Cr1Nb1Ti1Zr1,OTHER,,C,1000.0,,,6.6,,other,BCC+Sec.,,,,,,,115.0,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.msea.2012.12.018,,,Elongation>50,,,
Cr1Nb1Ti1Zr1,,,C,25.0,,6.67,6.6,,other,,,,,,,418.0,1260.0,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.actamat.2012.11.032,,,,418,,
Cr1Ta1Ti0.17V1W1,POWDER,,C,25.0,,,12.6,,other,BCC+Laves,,,,,,715.0,2034.0,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.matchemphys.2017.06.054,,,,715,,
Cr1Ta1Ti0.17V1W1,POWDER,,C,1200.0,,,12.6,,other,BCC+Laves,,,,,,,750.0,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.matchemphys.2017.06.054,,,,,,
Cr1Ta1Ti0.3V1W1,POWDER,,C,25.0,,,12.3,,other,BCC+Laves,,,,,,780.0,2050.0,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.matchemphys.2017.06.054,,,,780,,
Cr1Ta1Ti0.3V1W1,POWDER,,C,1200.0,,,12.3,,other,BCC+Laves,,,,,,,586.0,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.matchemphys.2017.06.054,,,,,,
Cr1Ta1V1W1,POWDER,,C,25.0,,,13.0,,other,BCC+Laves,,,,,,715.0,2327.0,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.matchemphys.2017.06.054,,,,715,,
Cr1Ta1V1W1,POWDER,,C,1200.0,,,13.0,,other,BCC+Laves,,,,,,,979.0,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.matchemphys.2017.06.054,,,,,,
Cr2Cu2FeMn2Ni,VAM,,C,,,,7.982802138,,FCC,FCC,,,,,,,,,,,,203.4267438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_5_element,FCC,,,,
Cr2Cu2FeMnNi2,VAM,,C,,,,8.157265453,,FCC,FCC,,,,,,,,,,,,203.734103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_5_element,FCC,,,,
Cr2CuFe2Mn2Ni2,VAM,,C,,,,7.959941694,,other,FCC+BCC,,,,,,,,,,,,212.1203835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_5_element,FCC + BCC,,,,
Cr2CuFe2MnNi,VAM,,C,,,,7.906211411,,FCC,FCC,,,,,,,,,,,,215.8164621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_5_element,FCC,,,,
Cr2Mo0.5NbTiV,OTHER,,C,25.0,,6.971,7.022416837,,other,BCC+Laves,,,,,,,2311.0,2363.0,,338.9757567,,184.178586,,,3.3,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prof.Yeh-RHEA,,,,,
CrCu2Fe2Mn2Ni2,VAM,,C,,,,8.156841285,,FCC,FCC,,,,,,,,,,,,195.3133365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_5_element,FCC,,,,
CrCu2Fe2MnNi2,VAM,,C,,,,8.246135061,,other,FCC+BCC,,,,,,,,,,,,194.9617165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_5_element,FCC + BCC,,,,
CrCuFeMn2Ni2,VAM,,C,,,,8.084566822,,other,FCC+BCC,,,,,,,,,,,,202.47536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_5_element,FCC + BCC,,,,
CrCuFeMnNi,,,,25.0,,8.1,8.058200311,,other,FCC+BCC,,,,,,296.0,,,,,,203.8665536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,FCC + BCC,,296,0,
CrCuFeMnNi,VAM,,C,,,,8.058200311,,other,FCC+BCC,,,,,,296.0,,,,,,203.8665536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_5_element,FCC + BCC,,296,,
CrCuFeMnNi,VAM,,C,,,,8.058200311,,FCC,FCC,,,,,,,,,,,,203.8665536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_5_element,FCC,,,,
CrCuFeMoNi,,,,25.0,,8.7,8.717125668,,FCC,FCC,,,,,,263.0,,,,,,236.4032086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,FCC,,263,0,
CrCuFeMoNi,VAM,,C,,,,8.717125668,,FCC,FCC,,,,,,263,,,,,,236.4032086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_5_element,FCC,,263,,
CrCuFeNiZr,VAM,,C,,,,7.642828259,,other,BCC+Sec.,,,,,,566,,,,,,159.5818268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_5_element,BCC + Compound,,566,,
CrFe1.5MnNi0.5,VAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_4_element,FCC + σ,,,,
CrFe1.5MnNi0.5,"VAM + Aged, 700℃/20h",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_4_element,FCC + σ,,,,
CrFe1.5MnNi0.6,OTHER,,C,,,,7.74512959,,other,FCC+Sec.,,,,,,,,,,,,223.0880387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_4_element,FCC + ?,,,,
CrFeMnNiTi,VAM + 1000℃/3days,,C,,,,6.923895758,,other,FCC+Sec.+Laves,,,,,,,,,,,,193.3341902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_5_element,FCC + σ + Laves,,,,
CrFeMo0.1Ni2,VAM,,,,,,,,,,,,,,,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_4_element,FCC,,,,
CrFeMo0.1Ni2,"Anneal, 600℃/7days",,,,,,,,,,,,,,,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_4_element,FCC,,,,
CrFeMo0.1Ni2,"Anneal, 750℃/7days",,,,,,,,,,,,,,,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_4_element,FCC,,,,
CrFeMo0.1Ni2,"Anneal, 900℃/3days",,,,,,,,,,,,,,,257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_4_element,FCC,,,,
CrFeMo0.1Ni2,"Anneal, 1000℃/2days",,,,,,,,,,,,,,,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_4_element,FCC,,,,
CrFeMo0.1Ni3,ANNEAL,,C,,,,8.37944787,,FCC,FCC,,,,,,228.0,,,,,,221.9870389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_4_element,FCC,,228,,
CrFeMo0.1Ni4,ANNEAL,,C,,,,8.46289346,,FCC,FCC,,,,,,270.0,,,,,,218.5055024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_4_element,FCC,,270,,
CrFeMo0.1Ni5,ANNEAL,,C,,,,8.523525141,,FCC,FCC,,,,,,257.0,,,,,,215.9758131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_4_element,FCC,,257,,
CrFeMo0.1Ni6,ANNEAL,,C,,,,8.569573707,,FCC,FCC,,,,,,224.0,,,,,,214.054564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_4_element,FCC,,224,,
CrFeMo0.2Ni2,VAM,,,,,,,,,,,,,,,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_4_element,FCC,,,,
CrFeMo0.2Ni2,"Anneal, 600℃/7days",,,,,,,,,,,,,,,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_4_element,FCC,,,,
CrFeMo0.2Ni2,"Anneal, 750℃/7days",,,,,,,,,,,,,,,308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_4_element,FCC + σ,,,,
CrFeMo0.2Ni2,"Anneal, 900℃/3days",,,,,,,,,,,,,,,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_4_element,FCC + σ,,,,
CrFeMo0.2Ni2,"Anneal, 1000℃/2days",,,,,,,,,,,,,,,262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_4_element,FCC,,,,
CrFeMo0.2Ni3,ANNEAL,,C,,,,8.427662237,,FCC,FCC,,,,,,238.0,,,,,,224.777957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_4_element,FCC,,238,,
CrFeMo0.2Ni4,ANNEAL,,C,,,,8.501802331,,other,FCC+Sec.,,,,,,308.0,,,,,,220.9409719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_4_element,FCC + ?,,308,,
CrFeMo0.2Ni5,ANNEAL,,C,,,,8.556059496,,other,FCC+Sec.,,,,,,286.0,,,,,,218.1329915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_4_element,FCC + ?,,286,,
CrFeMo0.2Ni6,ANNEAL,,C,,,,8.597486364,,FCC,FCC,,,,,,262.0,,,,,,215.9890197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_4_element,FCC,,262,,
CrFeMo0.3Ni2,VAM,,C,,,,8.379293396,,FCC,FCC,,,,,,239.0,,,,,,233.389391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_4_element,FCC,,239,,
CrFeMo0.3Ni2,"Anneal, 600℃/7days",,,,,,,,,,,,,,,268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_4_element,FCC,,,,
CrFeMo0.3Ni2,"Anneal, 750℃/7days",,,,,,,,,,,,,,,382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_4_element,FCC + σ,,,,
CrFeMo0.3Ni2,"Anneal, 900℃/3days",,,,,,,,,,,,,,,367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_4_element,FCC + σ,,,,
CrFeMo0.3Ni2,"Anneal, 1000℃/2days",,,,,,,,,,,,,,,293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_4_element,FCC + σ,,,,
CrFeMo0.3Ni3,ANNEAL,,C,,,,8.473425645,,FCC,FCC,,,,,,268.0,,,,,,227.4269998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_4_element,FCC,,268,,
CrFeMo0.3Ni4,ANNEAL,,C,,,,8.53903297,,other,FCC+Sec.,,,,,,382.0,,,,,,223.2713938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_4_element,FCC + ?,,382,,
CrFeMo0.3Ni5,ANNEAL,,C,,,,8.58737521,,other,FCC+Sec.,,,,,,367.0,,,,,,220.2093683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_4_element,FCC + ?,,367,,
CrFeMo0.3Ni6,ANNEAL,,C,,,,8.624475068,,other,FCC+Sec.,,,,,,293.0,,,,,,217.8594417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_4_element,FCC + ?,,293,,
CrFeMo0.4Ni2,VAM,,C,,,,8.434784974,,FCC,FCC,,,,,,269.0,,,,,,236.2590554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_4_element,FCC,,269,,
CrFeMo0.4Ni2,"Anneal, 600℃/7days",,,,,,,,,,,,,,,289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_4_element,FCC + σ,,,,
CrFeMo0.4Ni2,"Anneal, 750℃/7days",,,,,,,,,,,,,,,457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_4_element,FCC + σ,,,,
CrFeMo0.4Ni2,"Anneal, 900℃/3days",,,,,,,,,,,,,,,408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_4_element,FCC + σ,,,,
CrFeMo0.4Ni2,"Anneal, 1000℃/2days",,,,,,,,,,,,,,,362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_4_element,FCC + σ,,,,
CrFeMo0.4Ni3,ANNEAL,,C,,,,8.516920353,,other,FCC+Sec.,,,,,,289.0,,,,,,229.9447175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_4_element,FCC + ?,,289,,
CrFeMo0.4Ni4,ANNEAL,,C,,,,8.574691664,,other,FCC+Sec.,,,,,,457.0,,,,,,225.503421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_4_element,FCC + ?,,457,,
CrFeMo0.4Ni5,ANNEAL,,C,,,,8.617539493,,other,FCC+Sec.,,,,,,408.0,,,,,,222.2093999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_4_element,FCC + ?,,408,,
CrFeMo0.4Ni6,ANNEAL,,C,,,,8.650584948,,other,FCC+Sec.,,,,,,362.0,,,,,,219.6689579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_4_element,FCC + ?,,362,,
CrFeMo0.5Ni2,VAM,,C,,,,8.48704256,,other,FCC+Sec.,,,,,,301.0,,,,,,238.9614787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_4_element,FCC + σ,,301,,
CrFeMo0.5Ni2,"Anneal, 600℃/7days",,,,,,,,,,,,,,,345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_4_element,FCC + σ,,,,
CrFeMo0.5Ni2,"Anneal, 750℃/7days",,,,,,,,,,,,,,,520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_4_element,FCC + σ,,,,
CrFeMo0.5Ni2,"Anneal, 900℃/3days",,,,,,,,,,,,,,,452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_4_element,FCC + σ,,,,
CrFeMo0.5Ni2,"Anneal, 1000℃/2days",,,,,,,,,,,,,,,405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_4_element,FCC + σ,,,,
CrFeMo0.5Ni3,ANNEAL,,C,,,,8.558310985,,other,FCC+Sec.,,,,,,345.0,,,,,,232.3406395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_4_element,FCC + ?,,345,,
CrFeMo0.5Ni4,ANNEAL,,C,,,,8.608875909,,other,FCC+Sec.,,,,,,520.0,,,,,,227.6431563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_4_element,FCC + ?,,520,,
CrFeMo0.5Ni5,ANNEAL,,C,,,,8.646614704,,other,FCC+Sec.,,,,,,452.0,,,,,,224.1372209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_4_element,FCC + ?,,452,,
CrFeMo0.5Ni6,ANNEAL,,C,,,,8.675858241,,other,FCC+Sec.,,,,,,405.0,,,,,,221.4204953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_4_element,FCC + ?,,405,,
CrFeNiTi0.5,VAM,,C,23.0,,,7.261456348,,other,FCC+BCC,,,,,,,1310.0,2621.0,,,,207.7117804,,,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_4_element,FCC + BCC,,,,
CrHfNbTiZr,,,,25.0,,8.1,8.235104701,,other,BCC+Sec.,,,,,,,1375.0,,,,,113.7863248,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,BCC + lm,,,,
CrHfNbTiZr,,,,300.0,,8.1,8.235104701,,other,BCC+Sec.,,,,,,,1420.0,,,,,113.7863248,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,BCC + lm,,,,
CrHfNbTiZr,,,,500.0,,8.1,8.235104701,,other,BCC+Sec.,,,,,,,1457.0,,,,,113.7863248,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,BCC + lm,,,,
CrHfNbTiZr,,,,700.0,,8.1,8.235104701,,other,BCC+Sec.,,,,,,,1322.0,,,,,113.7863248,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,BCC + lm,,,,
CrHfNbTiZr,,,,900.0,,8.1,8.235104701,,other,BCC+Sec.,,,,,,,1328.0,,,,,113.7863248,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,BCC + lm,,,,
CrHfNbTiZr,,,C,25.0,,8.2,8.235104701,,other,BCC+Sec.,,,,,,464.0,1375.0,2130.0,,259.7560976,,113.7863248,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,BCC + lm,,464,0,
